Date,Close,Open,High,Low,Volume
2024-11-30,100.0,100.45893097352739,100.56296923669056,97.36761793516261,1127034
2024-12-01,101.00342830602247,102.0751535625182,101.66059960685389,100.50516031368547,1209910
2024-12-02,100.73422528024055,101.25424822099247,101.22492726171932,100.54803204299849,892952
2024-12-03,102.04918676493786,101.27393441783447,102.65371994706852,101.17323963072936,1263478
2024-12-04,105.16787084891754,104.91324151673834,106.07651154572099,104.43136985939849,1039519
2024-12-05,104.68587939856761,105.34901793742986,104.73667469148015,104.0832678780198,1415052
2024-12-06,104.20613132174887,103.83741383541556,105.07203229127438,104.0789896140741,862162
2024-12-07,107.50782509563608,107.74639540291203,107.79858734685467,104.75553388793364,1347192
2024-12-08,109.16868065082738,109.5915095388278,109.22352493209692,109.06381332566347,1039582
2024-12-09,108.15455953265494,107.65330074830032,108.41299274025519,106.91156802878439,869716
2024-12-10,109.33898183928936,109.30643963016227,110.331302706909,108.57013589552281,903222
2024-12-11,108.33652336350474,106.58078518893096,108.9613773707999,108.29861804932297,935930
2024-12-12,107.33824616926623,106.78846630517477,108.14906986278412,105.43749982382086,1084833
2024-12-13,107.86841611126374,107.73219547900909,108.40874754758323,107.1921166764887,1104567
2024-12-14,103.75155276151071,103.10425554831795,104.7657815070908,101.8711092395853,885259
2024-12-15,100.18266984660193,101.00036646018013,100.2821836022011,99.47362506177163,995129
2024-12-16,99.06605879557038,98.35766644639526,99.81042840499224,98.50884512865743,1428454
2024-12-17,97.06922165510927,96.85564777602278,98.68970036776307,96.45534838512141,1345508
2024-12-18,97.68900345691914,97.75286304045143,98.21980661403668,96.73892470700287,1087264
2024-12-19,95.9246930162137,96.61596150524437,96.560312822835,95.32822371881261,1007600
2024-12-20,93.22478950559031,92.55549977157658,93.756728913308,91.76095081570769,1024006
2024-12-21,95.96680794397766,96.52493350602992,96.69928339285164,95.26899760696455,1122703
2024-12-22,95.54306400743019,95.54795249745011,97.26750366812674,95.3065771190349,795441
2024-12-23,95.68165534548704,95.21209348314612,97.23891489150395,95.61043620839371,948524
2024-12-24,92.96477821287392,93.17957494785533,93.00948027689145,92.38777177395674,666283
2024-12-25,91.96190630572714,92.05343585109502,92.20075206941515,91.79848907774456,1079844
2024-12-26,92.17511555239948,91.89849025235641,93.00867044654903,90.94426034673599,1129439
2024-12-27,90.0624737439753,90.09390648620875,90.63760590949268,89.7200581542379,903362
2024-12-28,90.74820584960811,90.57337326158479,92.25600549594849,90.19411024058958,1314797
2024-12-29,89.66714300071327,89.71803688086179,89.72639486826094,89.1651948992626,754846
2024-12-30,89.15300281151077,89.44815750094659,90.23266011813284,88.1894543408708,707125
2024-12-31,88.08903908595609,88.78759257249816,88.6632352497343,87.35444507328906,1044890
2025-01-01,91.36115609773012,90.79571482268757,91.40446007181977,90.94164386877654,1209419
2025-01-02,91.34562977221651,92.31984615688218,92.13157977937946,91.28153646120046,1336785
2025-01-03,89.42241891674507,88.54961685188924,89.76629778647384,87.93714747273293,908223
2025-01-04,90.90244027279532,90.83345209511646,91.81718499266091,90.51190682774727,1215736
2025-01-05,88.69197717734436,88.9528722585972,89.20363398259978,88.5077748612455,992298
2025-01-06,89.07133687908889,89.19647848564544,89.8156990154984,88.82943797811828,965474
2025-01-07,85.58923525725717,85.32275337877465,86.55614271480744,84.49647591505465,1176731
2025-01-08,83.32422561669141,83.2375174899683,83.7656808452242,82.42344362591763,1130464
2025-01-09,83.66062423990788,83.4544004101858,84.8666495467969,82.77954998860916,684721
2025-01-10,84.90460180358639,84.6544029035593,87.0031417244197,84.8710176577116,1295308
2025-01-11,85.20409137729075,85.56603925083533,85.88307873894313,84.6234249003645,1276018
2025-01-12,85.01553765002379,85.1672969674673,85.50613862157476,84.99146263030272,874887
2025-01-13,84.51206935241014,84.21927323356205,84.68366720987966,84.4869218231629,1079160
2025-01-14,82.02146149956548,82.39039398230479,82.32588076919994,81.25186740889022,1098806
2025-01-15,80.84881016522479,80.97303416836087,81.33712500225874,80.43159414254067,1052134
2025-01-16,80.1120531152799,80.43765338147904,80.1814219718126,80.03504878740212,889938
2025-01-17,81.8138289593153,82.07139069122024,81.94119446640757,81.43562384529298,865675
2025-01-18,82.38426490161216,82.04278417870256,83.34633356876348,82.0263083786168,994889
2025-01-19,79.48756798427065,79.26493084168987,79.68980092505585,79.24181458244011,1234545
2025-01-20,80.0107296720667,80.3096872051926,80.2808480253854,79.83299882053448,1108720
2025-01-21,79.40251646023606,79.64484113547566,79.72955713605737,79.02237800711656,925877
2025-01-22,78.33547050645029,78.32728382546271,78.7174391362962,77.3517680370687,1154339
2025-01-23,79.30162305118071,79.34814431080439,79.64464871476244,78.59218494058626,430291
2025-01-24,80.94475192346427,81.46185326361883,81.26404023156917,80.79348913468256,1229753
2025-01-25,82.46049116291891,82.21658482651225,82.80763703352297,82.09788677247013,652057
2025-01-26,81.08469142888586,81.30649754055449,81.3196544774388,79.91141387631342,927511
2025-01-27,80.59135209639098,80.50987720017297,82.26394566143863,80.43294594439027,776066
2025-01-28,81.13335058833867,81.04504456144905,81.84012324803554,80.29618054060496,741063
2025-01-29,82.72444881966878,83.17892736695103,82.99414998967704,81.49552718919053,1232165
2025-01-30,81.93993277026402,82.27810557098181,82.92420665051222,81.72111196194794,906459
2025-01-31,81.64386908222046,81.97595945331427,81.97703760552696,80.91754008012654,1069300
2025-02-01,79.84552411355209,80.36670731143396,81.47287533075173,79.7798240310536,990615
2025-02-02,77.94327376900696,77.95145930989987,78.7290092421532,77.11280348331474,1095408
2025-02-03,79.21768654876902,79.48780023237425,80.69968462874698,78.80790260581553,1015364
2025-02-04,81.37437226678824,81.24813345402302,81.66041415785996,80.22752463427918,743401
2025-02-05,81.26531413520583,81.39703153754101,81.28028188891282,79.39710735339828,1199253
2025-02-06,82.90448899046352,82.85054177337346,84.29433077745081,82.60367953607067,901248
2025-02-07,83.5124044365049,83.55290626779079,83.78542934709647,83.14035456905785,688683
2025-02-08,82.4432456398173,82.6885790240291,82.62387922698134,81.24502830525618,914376
2025-02-09,83.0473824979429,82.70762706770181,83.73618212340764,81.73558917624696,1300151
2025-02-10,85.61028545681515,86.50593481660334,87.50324470669324,85.16266349502965,1170044
2025-02-11,85.55750493666103,85.1271432512409,85.75909087384626,85.19800357988105,930269
2025-02-12,88.24340083328313,87.70768017105596,88.92363849620907,87.99474451139986,930148
2025-02-13,83.62872082734201,84.11297748197724,84.86524359101671,82.50437406280737,935672
2025-02-14,85.01177680113852,85.34828006234335,85.98410243550359,84.23081445881407,1415349
2025-02-15,85.16827849754377,85.43405454951643,85.45657006058279,84.31306909280899,1076387
2025-02-16,84.66747649944773,84.93347864264356,85.01909029635473,84.01740167644985,1086008
2025-02-17,84.83132631491549,84.82613176499707,85.36812356461373,84.80190266491445,1206056
2025-02-18,81.46764730418917,81.10216129079743,83.31752735294667,81.27683807195187,1047757
2025-02-19,81.11787103129976,81.14861655317547,81.26539706552757,79.86013804119916,948191
2025-02-20,81.7053470487938,81.42870838555754,81.90815654027705,80.88963841503251,960730
2025-02-21,84.1285545000377,84.53873156822218,84.51500818475927,83.30045829457924,985679
2025-02-22,83.26494086941207,83.20371724853614,83.97256328112897,83.08676318480056,992555
2025-02-23,81.92688392273503,81.58873185763422,82.60715218332412,81.8863598467442,1145525
2025-02-24,81.112928789784,80.98258605534377,81.80732345387432,80.56556293564331,1010389
2025-02-25,82.6060590184067,82.77661221881894,82.66517706656141,81.6786226026623,1146528
2025-02-26,83.15745629564682,82.92306679633393,83.55466407818342,82.83945407809352,983856
2025-02-27,82.28470182143778,81.94642102103434,82.67882894283804,82.14773711823447,1015727
2025-02-28,83.13761144538766,83.23890930890379,83.41501015002163,82.72819922695867,600359
2025-03-01,83.30734111808756,83.40937868659697,84.17168805868691,83.06644240950072,1183265
2025-03-02,84.92957662517237,84.71430427888592,85.36273139343866,82.84430061146878,1069297
2025-03-03,83.74556814220698,83.54833128960324,83.97157644004183,83.21148916912568,1199602
2025-03-04,83.20513764651069,83.30167638140422,84.01951934346147,82.76332089920265,420748
2025-03-05,82.56094990320173,81.96317380933188,82.92776263907648,82.04647916535365,1417674
2025-03-06,80.1526223118856,79.58856275025927,80.45503855105672,79.70739283453614,972082
2025-03-07,80.63533390864575,80.34567396026861,81.24573420732817,80.12137467025141,1221636
2025-03-08,81.06440302285337,80.97788819320112,81.81195083778171,80.10053387006799,792018
2025-03-09,81.08079984935773,81.20684301984724,81.78588328491676,79.92904364319345,1122554
2025-03-10,80.70849768117417,81.30386660024706,81.80261263101288,80.24785692191797,789316
2025-03-11,78.43191960588673,78.76825905896771,78.75618453680582,77.77908715195451,875246
2025-03-12,77.77992239509283,77.71772236285013,79.23969272161484,77.41325574117708,1382806
2025-03-13,77.25457421734986,77.2472287721261,77.85236176845717,76.8279566557605,961863
2025-03-14,76.0227078980121,75.6416329127769,76.9689281074494,75.54153599100626,1043486
2025-03-15,75.78508263787974,75.77806754017439,77.13308724840856,75.6312972588363,1174013
2025-03-16,76.40508169761544,76.29480676316837,77.54813557604128,75.24697616822502,1099136
2025-03-17,79.29500596336283,79.42295581419532,79.81388524959098,78.0679116216848,1030083
2025-03-18,79.5797984381506,79.25064407940212,79.62403260722364,78.15064260570544,1072992
2025-03-19,79.9976725816221,80.20540514363546,80.2216409666367,79.50745589139119,1480683
2025-03-20,79.88656234899024,80.49878856268175,80.7856768584913,79.57684090058397,988476
2025-03-21,76.82887027873645,76.78709068205,78.70791389449589,76.60924312852461,1040219
2025-03-22,76.79581254381483,76.95006143434965,76.89504900049143,76.53896373433633,1210130
2025-03-23,76.89600068331133,77.16134724760234,76.98012090531822,76.38960647489692,1221105
2025-03-24,80.69195962667625,80.53008329608221,81.27759493781647,79.06988619184129,1237406
2025-03-25,80.38958915856158,80.4796626712929,80.77627050376947,80.24734200935164,1127746
2025-03-26,80.88245345671854,80.88754597806924,81.06353634845313,80.23677105945846,771399
2025-03-27,80.83439024011251,80.87386817944866,81.47336544617558,79.71942595268234,1326686
2025-03-28,78.9530861479768,78.64792860768696,79.32532496614685,78.37599432386001,770730
2025-03-29,80.76556921911715,80.77546710999557,82.28559701653843,80.73881403091058,1060527
2025-03-30,81.98825176403116,82.19240181043462,83.09133813875646,80.51692514483898,849144
2025-03-31,83.29355711775871,83.89791168266844,84.62057893061107,82.86242025474805,987172
2025-04-01,81.7869641553081,82.17924339864942,82.20507193734718,81.60393478351729,1065752
2025-04-02,84.08974861223965,84.9950514700818,84.9219048178497,84.07593864021722,1064271
2025-04-03,81.74053151786079,81.42691452961377,81.8433504149302,80.76913253962182,1084384
2025-04-04,82.7081057864578,83.06884572396582,82.75419480586295,80.61812784251396,1322742
2025-04-05,86.33974530943713,86.41889381983698,87.2844674796824,85.8813945629704,1090706
2025-04-06,84.63792620333749,85.56462809864514,86.07039316765311,84.22367480916888,951168
2025-04-07,83.68778468701308,83.34956122267465,84.96783146504279,82.81394958042549,1192817
2025-04-08,83.8629455051862,83.5108377697346,83.99545558306538,83.29109121683639,1237894
2025-04-09,83.02687277285003,82.7780442882787,83.38129877568664,81.49360943102427,754478
2025-04-10,80.46024075203452,79.60579494548361,81.27458236903072,79.99041072830227,1119480
2025-04-11,80.5786186453011,80.36679557833678,81.91207929205015,80.28910604164308,1140234
2025-04-12,78.87469719048917,78.57531539645188,79.52397049595031,78.40881998133962,940487
